"SubjectID","SecondarySubjectID","EnrollmentType","FilloutDate","Q1_Please rate your overall level of satisfaction with this course._Please rate your overall level of satisfaction with this course.","Q1_Please rate your overall level of satisfaction with this course._Please rate your overall level of satisfaction with this course._Comments_QPResp","Q2_The course was well planned and managed (including course documentation, course outline, course schedule, course deadlines etc.)._The course was well planned and managed (including course documentation, course outline, course schedule, course deadlines etc.).","Q2_The course was well planned and managed (including course documentation, course outline, course schedule, course deadlines etc.)._The course was well planned and managed (including course documentation, course outline, course schedule, course deadlines etc.)._Comments_QPResp","Q3_The course outline/course information provided a clear idea of the aims and objectives of the course._The course outline/course information provided a clear idea of the aims and objectives of the course.","Q3_The course outline/course information provided a clear idea of the aims and objectives of the course._The course outline/course information provided a clear idea of the aims and objectives of the course._Comments_QPResp","Q4_The course outline clearly described how, why and when students will be assessed._The course outline clearly described how, why and when students will be assessed.","Q4_The course outline clearly described how, why and when students will be assessed._The course outline clearly described how, why and when students will be assessed._Comments_QPResp","Q5_This course has significantly contributed to my overall learning and academic growth._This course has significantly contributed to my overall learning and academic growth.","Q5_This course has significantly contributed to my overall learning and academic growth._This course has significantly contributed to my overall learning and academic growth._Comments_QPResp","Q6_Describe the benefits you have gained from this course: e.g. the course has contributed to my development/expanded my worldview/changed my thinking.","Q7_I received feedback that was understandable, useful and timely.  This has helped to improve my learning._I received feedback that was understandable, useful and timely.  This has helped to improve my learning.","Q7_I received feedback that was understandable, useful and timely.  This has helped to improve my learning._I received feedback that was understandable, useful and timely.  This has helped to improve my learning._Comments_QPResp","Q8_Are there any factors that influence your ability to participate in the learning activities related to this course (this includes classroom and tutorial attendance and participation, contributions to groupwork, completion of assessments and access to resources, venues)?","Q17_Which resources and/or components of the course were the most helpful and why?","Q21_There was sufficient effort to explain concepts and illustrate applications._There was sufficient effort to explain concepts and illustrate applications.","Q21_There was sufficient effort to explain concepts and illustrate applications._There was sufficient effort to explain concepts and illustrate applications._Comments_QPResp","Q23_Please select your lecturer/s and tutor/s [C$FN] [C$LN](If no lecturer/s or tutor/s are displayed, please click the Next or Submit button)","Q24_The lecturer demonstrated deep knowledge and expertise in the subject matter._The lecturer demonstrated deep knowledge and expertise in the subject matter.","Q24_The lecturer demonstrated deep knowledge and expertise in the subject matter._The lecturer demonstrated deep knowledge and expertise in the subject matter._Comments_QPResp","Q25_The lecturer was able to explain concepts and/or demonstrate the application of theoretical knowledge clearly._The lecturer was able to explain concepts and/or demonstrate the application of theoretical knowledge clearly.","Q25_The lecturer was able to explain concepts and/or demonstrate the application of theoretical knowledge clearly._The lecturer was able to explain concepts and/or demonstrate the application of theoretical knowledge clearly._Comments_QPResp","Q26_The lecturer stimulated interest in the subject content.","Q27_The lecturer encouraged student participation._The lecturer encouraged student participation.","Q27_The lecturer encouraged student participation._The lecturer encouraged student participation._Comments_QPResp","Q28_The lecturer was responsive and available for consultation outside of the formal lectures._The lecturer was responsive and available for consultation outside of the formal lectures.","Q28_The lecturer was responsive and available for consultation outside of the formal lectures._The lecturer was responsive and available for consultation outside of the formal lectures._Comments_QPResp","Q29_The lecturer created an environment in the classroom that was inclusive and engaging._The lecturer created an environment in the classroom that was inclusive and engaging.","Q29_The lecturer created an environment in the classroom that was inclusive and engaging._The lecturer created an environment in the classroom that was inclusive and engaging._Comments_QPResp","Q30_The lecturer was well prepared for class._The lecturer was well prepared for class.","Q30_The lecturer was well prepared for class._The lecturer was well prepared for class._Comments_QPResp","Q31_Overall, the lecturer made a valuable contribution to my learning._Overall, the lecturer made a valuable contribution to my learning.","Q31_Overall, the lecturer made a valuable contribution to my learning._Overall, the lecturer made a valuable contribution to my learning._Comments_QPResp","Q32_The lecturer treated all students fairly, with respect and dignity._The lecturer treated all students fairly, with respect and dignity.","Q32_The lecturer treated all students fairly, with respect and dignity._The lecturer treated all students fairly, with respect and dignity._Comments_QPResp","Q33_The lecturer fostered an inclusive learning environment where students felt heard and supported._The lecturer fostered an inclusive learning environment where students felt heard and supported.","Q33_The lecturer fostered an inclusive learning environment where students felt heard and supported._The lecturer fostered an inclusive learning environment where students felt heard and supported._Comments_QPResp","Q34_The tutor was able to communicate concepts clearly._The tutor was able to communicate concepts clearly.","Q34_The tutor was able to communicate concepts clearly._The tutor was able to communicate concepts clearly._Comments_QPResp","Q35_The tutorial sessions contributed to my learning._The tutorial sessions contributed to my learning.","Q35_The tutorial sessions contributed to my learning._The tutorial sessions contributed to my learning._Comments_QPResp","Q36_The tutorial sessions were well planned and managed._The tutorial sessions were well planned and managed.","Q36_The tutorial sessions were well planned and managed._The tutorial sessions were well planned and managed._Comments_QPResp","Q37_The tutor demonstrated that they were well prepared for the tutorial sessions._The tutor demonstrated that they were well prepared for the tutorial sessions.","Q37_The tutor demonstrated that they were well prepared for the tutorial sessions._The tutor demonstrated that they were well prepared for the tutorial sessions._Comments_QPResp","Q38_The tutor demonstrated good communication skills providing helpful guidance and feedback._The tutor demonstrated good communication skills providing helpful guidance and feedback.","Q38_The tutor demonstrated good communication skills providing helpful guidance and feedback._The tutor demonstrated good communication skills providing helpful guidance and feedback._Comments_QPResp","Q39_Describe the benefits you have gained from the tutorial sessions.","Q45_Please add customizable question here- Comment question_QPTitle","Q45_Please add customizable question here- Comment question_QPResp",
"155915","MNGOLO003","System","06/03/26 05:16 PM","Extreme satisfied","The course was planned well and what I expected from it","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Agree","D/A","The course has developed my understanding of marketing and how business operate and why competition is important. It expanded my worldview on climate change and sustainable development and why it is important.","Strongly agree","D/A","Tutorial attendance, completion of assessments and access to resources and my own broader research on the theme of the module.","Assessment completion and access to resource they pushed me to study harder and understand the concepts well,  and knowing how to apply them in a scenario.","Agree","D/A","Yes","Strongly agree","D/A","Strongly agree","D/A","She gave detailed explanations of the lectures, gave detailed feedbacks on assessments and also encouraged engagement.","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Knowing how to work in a team, to engage and being up to date with class content","Did the course meet your expectations? Do you have any further comments you would like to make about any aspect of the course?","Yes it's about business processes which is what I expected"
"155915","MNGOLO003","System","05/20/26 12:56 PM","Extreme satisfied","Ali Meadows and Siya Tshangela along with their team ran this course to the moon. This is the best course I have ever taken and although I was reluctant at first- I have been more than elated. The guest lectures were the cherry on top. Super interactive and enjoyable content. I am looking so forward to continuing with Marketing next semester.","Strongly agree","D/A","Agree","D/A","Agree","D/A","Strongly agree","There are lessons and principle's I have learnt here will be carried forward. Truly valuable stuff!","Engagement with others. Exposure to industry professionals and their presentation skills. Interactive tutorials alongside traditional testing.","Strongly agree","D/A","Engagement with the class has always been one thing I hope for from my teachers/lecturers and Ali Meadows mastered it to a tee!","Lectures, tutorial exercises and guest lectures. Lectures were interactive and engaging. Tutorial exercises tested your knowledge of the content taught during lectures. Once our group projects were underway- the guest lectures made strategy clearer because these were industry professionals who had already paved the way for us.","Strongly agree","D/A","No","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","Did the course meet your expectations? Do you have any further comments you would like to make about any aspect of the course?","It exceeded them by far! "
"155915","MNGOLO003","System","05/25/26 12:03 PM","Extreme satisfied","D/A","Strongly agree","D/A","Strongly agree","D/A","Agree","D/A","Strongly agree","D/A","The course has contributed to my development as an academic writer. I have been able to succinctly communicate my thoughts and undertstand without overexplaing myself.  ","Agree","D/A","Yes the classroom was warm and inviting. Ali created an interactive enviroment open for engagement and discussions. 
The tutorial submission assessed the clasroom concepts without the overwhelming pressure that comes with most test/exams. 
Ali's willingness to help with the group project was amazing. Most professors are intimidating when it comes to asking about course content but Ali's warm nature made this every easy. ","The tutorials provided a small comforting place to further engage with the content. A smaller group made asking questions and discussions very helpful. ","Strongly agree","D/A","No","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","Did the course meet your expectations? Do you have any further comments you would like to make about any aspect of the course?","Over and above. I loved the guest lecturers and it was a great incentive to come to class and engage in the class with people established in the world as this is my final year and this course has opened even more possibilities in the working industry. "
"155915","MNGOLO003","System","05/26/26 10:26 PM","Extreme satisfied","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","It was an incredibly well organised course that was very exciting. The course content was taught in an interactive and interesting way that grew my enthusiasm for the subject. The guest lectures expanded my world view.","Strongly agree","D/A","none, other than personal motivation.","The articles and extra information provided by the lecturer were insightful and related very well.","Strongly agree","D/A","Yes","Strongly agree","D/A","Strongly agree","D/A","Her enthusiasm and interest in the topics promoted us to interact and focus more.
 ","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Were a very fun part of the course that boosted my interest and enjoyment as well as allowed me to test and clarify the course content.
","Did the course meet your expectations? Do you have any further comments you would like to make about any aspect of the course?","The course, the content, the lecturer and the tutor all went above and beyond my expectations. "
"155915","MNGOLO003","System","05/23/26 09:28 AM","Extreme satisfied","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","The course has expanded my knowledge of how different things can effect the workplace ","Strongly agree","D/A","The only issue was out tut venue in Menzies 14 that we had to wait for someone to open most of the time ","The lectures as I was able to gain the most knowledge there ","Strongly agree","D/A","Yes","Agree","D/A","Agree","D/A","Yes ","Agree","D/A","Agree","D/A","Agree","D/A","Agree","D/A","Agree","D/A","Agree","D/A","Agree","D/A","Agree","D/A","Agree","D/A","Agree","D/A","Agree","D/A","Agree","D/A","If there was anything I didn't understand I was able to ask her and she would help ","Did the course meet your expectations? Do you have any further comments you would like to make about any aspect of the course?","Yes it did and no. I thought everything went well "
"155915","01098110","System","05/20/26 12:23 PM","Satisfied","D/A","Agree","D/A","Strongly agree","D/A","Agree","D/A","Agree","D/A","As a Computer Science student I was compelled to start thinking differently and strategically about different areas of my life, and it was a truly engaging and fruitful experience for me especially since I deal with technical content most of the time in my field of study. If I ever wanted to start a business, or anything closely-related to the business world, I would know exactly where to start and that is Alison's teachings because everything we did was so hands on and realistic, the guest lectures made it even more fascinating.","Strongly agree","D/A","I loved the setting of our tutorial venue since I am rarely at the Engineering building, if only the class could accommodate all of us properly since the first day most struggled with seats and we were too close together in a small space. Later on that was barely noticeable since fewer people started coming to the tutorials.","The tutorials helped a lot. If there was any part of the lectures or the test I could not comprehend well, the tutor was the person to go to and the tutor (Olothando) answered all my questions clearly. The project was also another helpful component because I was able to understand more of what went on in the lectures since I had to apply it in my project's business idea.","Strongly agree","D/A","Yes","Strongly agree","D/A","Strongly agree","D/A","A lot, the slides were very simple but she always had more to say about a certain topic even though it seemed so simple. That is the main reason why I attended the lectures, because there was something  about how she always explained the concepts that was not captured in the lecture slides (the slides were great though!).","Strongly agree","D/A","Neutral","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Agree","D/A","Agree","D/A","Agree","D/A","Agree","D/A","Strongly agree","D/A","D/A","D/A","D/A","D/A","D/A","Did the course meet your expectations? Do you have any further comments you would like to make about any aspect of the course?","Yes, as an elective, it was sooo worth it."
"155915","01098110","System","05/25/26 11:09 AM","Extreme satisfied","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","This course has contribute to my thinking.  Having the CEOs, business founders, entrepreneurs coming to talk us about how it is out there in the industry,  has really opened our eyes and created a shift in a our way of thinking.  ","Strongly agree","D/A","No.","I think lectures, Guest lectures, slides on Amathuba were all helpful in this course, especially attending lectures because that is where the understanding of all attached slides is gotten. Reading or revising the lecture slides when attended lectures is different from just reading them. Guest lectures were also helpful, as they help us to see the practical side of what we are being taught in class. ","Strongly agree","D/A","Yes","Strongly agree","D/A","Strongly agree","D/A","Yes the lecture stimulated the interest in the subject content. She made the content interesting in her nice way of delivering the content. She encourages students to be engaging in class, value the opinions of the students. She would use her life or family experience to make us understand the specific subject taught which is quite interesting. ","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","Strongly agree","D/A","D/A","Did the course meet your expectations? Do you have any further comments you would like to make about any aspect of the course?","Yes please, I liked the guest lectures. This is the only course in UCT that I have seen doing this, which is wonderful.  "
"155915","01098110","System","06/03/26 11:54 PM","Unsatisfied","D/A","Neutral","D/A","Neutral","D/A","Neutral","D/A","Strongly disagree","D/A","Although I did not particularly enjoy this course, I recognize that it has still contributed to my development. It challenged me to think critically about strategy and marketing concepts, exposed me to new perspectives on business decision‑making, and expanded my understanding of how theory connects to practice. Even when the material felt difficult, it encouraged me to approach problems differently and broadened my worldview in ways I hadn’t expected.","Neutral","D/A"," I did not find most aspects of the course enjoyable, which affected my motivation to participate fully. However, I did enjoy the guest lectures — they were the part of the course that felt most engaging and valuable to me. Those sessions encouraged me to attend and participate more actively, even when I struggled with other components of the course.","Guest lectures.","Neutral","D/A","Yes","Strongly agree","D/A","Neutral","D/A","She kept making example of her business- Ali's pie shop","Neutral","D/A","Neutral","D/A","Strongly agree","D/A","Strongly agree","D/A","Disagree","D/A","Strongly agree","D/A","Strongly agree","D/A","Neutral","D/A","Neutral","D/A","Neutral","D/A","Neutral","D/A","Agree","D/A","D/A","Did the course meet your expectations? Do you have any further comments you would like to make about any aspect of the course?","no. I don't like  this course"
"155915","MNGOLO003","System","06/01/26 11:23 AM","Extreme satisfied","D/A","Strongly agree","D/A","Agree","D/A","Strongly agree","D/A","Strongly agree","D/A","The course made me wish I was doing a business degree. I loved it and fell in love with marketing. It expanded my knowledge of marketing and strategy and it has been really cool knowing more about both. ","Neutral","D/A","None of these factors affect my ability to participate negatively ","The project outline was very informational which helped a lot in doing the assignment. Knowing the date for the assignments was helpful in reducing stress and uncertainty. The tutorial assignments were helpful in warming us up for the test and exam. ","Agree","D/A","No","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","Did the course meet your expectations? Do you have any further comments you would like to make about any aspect of the course?","The course definitely met my expectations. It was great and very enlightening. "
"155915","MNGOLO003","System","05/25/26 12:08 PM","Extreme satisfied","Was a very engaging and fun course. I learned a lot. ","Strongly agree","Well managed and organised.","Strongly agree","D/A","Agree","D/A","Agree","D/A","This course has helped me understand the inner workings of business more, and expanded my views on how I can not only build a brand, but work on my personal brand and growth. It has inspired me to work on my own business.","Agree","D/A","Tutorials were helpful, groupwork was interactive, lectures and guest lectures are helpful and informative. ","Lectures and guest lectures were quite informative and helped bind theory and application thereof together.","Agree","D/A","No","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","D/A","Did the course meet your expectations? Do you have any further comments you would like to make about any aspect of the course?","Really enjoyed this course. Wish they offered a second semester course to Humanities students. I'd be interested in taking it again."
